Constituency No.,Constituency Name,Candidate Name,Candidate Sex,Candidate Age,Candidate Category, Party Name, VALID VOTES POLLED in General, VALID VOTES POLLED in Postal, Total Valid Votes,Total Electors,Total valid votes polled +NOTA,% votes polled
117,Dataganj,RAJENDRA SINGH,M,54,GEN,IND,1135,1,1136,389734,224822,0.509757640755482
117,Dataganj,DR AJEET SINGH,M,32,GEN,IND,994,1,995,389734,224822,0.446486665978614
117,Dataganj,VED BABU,M,46,GEN,JASSP,903,0,903,389734,224822,0.405203476762501
117,Dataganj,RAJKUMAR,M,39,GEN,BHABHAPA,746,0,746,389734,224822,0.334752816904569
118,Baheri,CHHATRA PAL SINGH,M,54,GEN,BJP,108606,240,108846,344388,247785,44.1913717083628
118,Baheri,NASEEM AHMAD,M,50,GEN,BSP,65945,64,66009,344388,247785,26.7995907529658
118,Baheri,ATA UR REHMAN,M,49,GEN,SP,63682,159,63841,344388,247785,25.9193848302518
118,Baheri,UBAID ULLAH KHAN,M,56,GEN,MD,2657,1,2658,344388,247785,1.07914545321673
118,Baheri,None of the Above,,,,NOTA,1478,1,1479,344388,247785,0.600472582884704
118,Baheri,SATISH CHANDRA,M,50,GEN,IND,977,0,977,344388,247785,0.396661063879889
118,Baheri,MANJOOR AHMED,M,52,GEN,IND,836,0,836,344388,247785,0.33941519898013
118,Baheri,RAKESH KUMAR,M,47,GEN,RKMP,718,0,718,344388,247785,0.291507312042744
118,Baheri,PRIYAVAN GANGWAR,M,27,GEN,RLD,618,0,618,344388,247785,0.250907407858517
118,Baheri,FAUZUL,F,46,GEN,IND,404,0,404,344388,247785,0.164023612904274
118,Baheri,SMT ANUPAMA MAURYA,F,48,GEN,JAM,334,1,335,344388,247785,0.136009679017158
118,Baheri,DHARAM PAL,M,46,GEN,BSRD,327,0,327,344388,247785,0.132761686682419
118,Baheri,CHINTA MANI,M,50,GEN,IND,316,0,316,344388,247785,0.128295697222155
118,Baheri,JAMEER AHMAD,M,41,GEN,JSEP,226,0,226,344388,247785,0.091755783456351
118,Baheri,DUSHYANT KUMAR,M,42,GEN,IND,195,0,195,344388,247785,0.0791698131592409
119,Meerganj,DR. D.C. VERMA,M,50,GEN,BJP,108572,217,108789,324812,210276,52.1702225611072
119,Meerganj,SULTAN BEG,M,60,GEN,BSP,54196,93,54289,324812,210276,26.0345183117774
119,Meerganj,NARENDRA PAL SINGH,M,69,GEN,INC,36807,131,36938,324812,210276,17.7137732763623
119,Meerganj,BHANU PRATAP SINGH,M,36,GEN,MD,2262,5,2267,324812,210276,1.08714938593084
119,Meerganj,None of the Above,,,,NOTA,1747,2,1749,324812,210276,0.838740307010603
119,Meerganj,SHAKEEL AHMAD,M,62,GEN,PECP,1696,0,1696,324812,210276,0.813323934070888
119,Meerganj,GANGA SINGH VERMA,M,39,GEN,RLD,1253,2,1255,324812,210276,0.6018405290442
119,Meerganj,CHAMPAT RAM,M,52,GEN,BSRD,1125,0,1125,324812,210276,0.539498482210937
119,Meerganj,LAIK AHMAD MANSURI,M,50,GEN,BHIP,745,1,746,324812,210276,0.357747437981652
119,Meerganj,AMIT SINGH,M,39,GEN,IND,715,0,715,324812,210276,0.342881257582951
119,Meerganj,CHANDRA BHOJ PATHAK,M,48,GEN,IND,707,0,707,324812,210276,0.339044823931673
120,Bhojipura,BAHORAN LAL MAURYA,M,64,GEN,BJP,100166,215,100381,347115,238631,42.3784555110863
120,Bhojipura,SHAZIL ISLAM ANSARI,M,42,GEN,SP,72456,161,72617,347115,238631,30.6571592616985
120,Bhojipura,SULEMAN BEG,M,55,GEN,BSP,49755,127,49882,347115,238631,21.0589864397048
120,Bhojipura,SHER ALI ZAFRI,M,46,GEN,IEMC,6489,5,6494,347115,238631,2.74161136160224
120,Bhojipura,None of the Above,,,,NOTA,1761,2,1763,347115,238631,0.744296401371228
120,Bhojipura,GAJENDER KUMAR,M,47,GEN,RLD,1387,1,1388,347115,238631,0.585980377256531
120,Bhojipura,MAHESH CHANDRA,M,30,GEN,SARSAMP,1159,0,1159,347115,238631,0.48930205853049
120,Bhojipura,MUNENDRA KUMAR,M,26,GEN,IND,1156,1,1157,347115,238631,0.488457706401878
120,Bhojipura,ANEES KHAN,M,28,GEN,IND,1093,0,1093,347115,238631,0.461438438286303
120,Bhojipura,DORI LAL KASHYAP,M,31,GEN,JSEP,911,0,911,347115,238631,0.384602394582637
120,Bhojipura,NOOR JAHAN JAFRI,F,42,GEN,IND,609,0,609,347115,238631,0.257105223162268
120,Bhojipura,DEVDATT GANGWAR,M,46,GEN,IND,602,0,602,347115,238631,0.254149990712127
120,Bhojipura,RAJENDRA PAL,M,39,GEN,BSRD,575,0,575,347115,238631,0.242751236975868
121,Nawabganj,KESAR SINGH,M,60,GEN,BJP,93554,157,93711,315060,215339,43.8970577902276
121,Nawabganj,BHAGWAT SARAN GANGWAR,M,60,GEN,SP,54407,162,54569,315060,215339,25.5617648574333
121,Nawabganj,SHAILA TAHIR,F,54,GEN,IEMC,36730,31,36761,315060,215339,17.2199607455534
121,Nawabganj,VIRENDERA SINGH GANGWAR,M,60,GEN,BSP,18871,77,18948,315060,215339,8.87581448292338
121,Nawabganj,None of the Above,,,,NOTA,1860,0,1860,315060,215339,0.871280079071009
121,Nawabganj,MOHD. ASLAM,M,33,GEN,RLD,1782,1,1783,315060,215339,0.83521095751807
121,Nawabganj,RASHMI GANGWAR,F,58,GEN,IND,1264,0,1264,315060,215339,0.592095709648256
121,Nawabganj,RATAN LAL,M,66,GEN,BSRD,1260,0,1260,315060,215339,0.590221989048103
121,Nawabganj,MASTER CHHOTEY LAL GANGWAR,M,69,GEN,PECP,1225,2,1227,315060,215339,0.574763794096843
121,Nawabganj,MOHD. TAHIR,M,55,GEN,IND,1071,0,1071,315060,215339,0.501688690690888
121,Nawabganj,PRAHLAD RAM,M,70,GEN,SKLP,1041,0,1041,315060,215339,0.487635786189742
121,Nawabganj,TASABBAR HUSAIN,M,47,GEN,IND,986,0,986,315060,215339,0.461872127937643
121,Nawabganj,NAIM AHMAD,M,43,GEN,IND,858,0,858,315060,215339,0.401913068732756
122,Faridpur,DR. SHYAM BIHARI LAL,M,47,SC,BJP,83551,105,83656,307012,190209,44.4085827432078
122,Faridpur,DR. SIYA RAM SAGAR,M,74,SC,SP,58732,203,58935,307012,190209,31.2855004299865
122,Faridpur,VIJAY PAL SINGH,M,52,SC,BSP,37587,93,37680,307012,190209,20.0023357292253
122,Faridpur,POONAM SEN,F,45,SC,RLD,3072,3,3075,307012,190209,1.63235621994076
122,Faridpur,SHALINI SINGH,F,36,SC,IND,1927,0,1927,307012,190209,1.02294323116287
122,Faridpur,None of the Above,,,,NOTA,1831,0,1831,307012,190209,0.971981866247651
122,Faridpur,VIJENDRA PAL,M,54,SC,LD,1208,0,1208,307012,190209,0.641263841849898
122,Faridpur,ULFAT SINGH KATHERIYA,M,55,SC,JASSP,990,0,990,307012,190209,0.525539075688244
122,Faridpur,DAULAT RAM,M,47,SC,PECP,907,0,907,307012,190209,0.481478728938623
123,Bithari Chainpur,RAJESH KUMAR MISHRA,M,47,GEN,BJP,96275,122,96397,362526,234958,41.4948065309004
123,Bithari Chainpur,VEER PAL SINGH YADAV,M,61,GEN,SP,76685,201,76886,362526,234958,33.0961512799652
123,Bithari Chainpur,VIRENDRA SINGH,M,57,GEN,BSP,53114,172,53286,362526,234958,22.9373555277193
123,Bithari Chainpur,None of the Above,,,,NOTA,2645,2,2647,362526,234958,1.13942086255063
123,Bithari Chainpur,MOHD SHAREEF,M,46,GEN,RLD,1102,0,1102,362526,234958,0.474364106736229
123,Bithari Chainpur,BHUVNESHWAR SINGH,M,42,GEN,IEMC,1053,2,1055,362526,234958,0.454132606721163
123,Bithari Chainpur,SEEMA SRIVASTAVA,F,34,GEN,PPS,995,0,995,362526,234958,0.428305159893419
123,Bithari Chainpur,DHARMENDRA SINGH,M,43,GEN,IND,844,0,844,362526,234958,0.36330608537693
123,Bithari Chainpur,HASRAT ALI,M,44,GEN,PECP,827,0,827,362526,234958,0.355988308775736
123,Bithari Chainpur,MOHD HASAN,M,32,GEN,BHIP,470,0,470,362526,234958,0.20231500015066
123,Bithari Chainpur,RITIK,M,34,GEN,LPSP,449,0,449,362526,234958,0.19327539376095
124,Bareilly,DR. ARUN KUMAR,M,66,GEN,BJP,114789,481,115270,416136,224378,51.7019434763692
124,Bareilly,PREM PRAKASH AGARWAL,M,59,GEN,INC,86446,113,86559,416136,224378,38.8242259509937
124,Bareilly,ER. ANEES AHAMAD KHAN,M,59,GEN,BSP,14423,173,14596,416136,224378,6.54672999896838
124,Bareilly,TARKESHWAR CHATURVEDI,M,43,GEN,CPI,1755,0,1755,416136,224378,0.78716848096667
124,Bareilly,None of the Above,,,,NOTA,1424,3,1427,416136,224378,0.640050952899965
124,Bareilly,AQEEL AHMAD KHAN,M,35,GEN,PECP,1073,0,1073,416136,224378,0.481271669559679
124,Bareilly,SYED RASHID ALI,M,39,GEN,IND,802,0,802,416136,224378,0.359720297285054
124,Bareilly,IQTAIDAR UDDIN,M,45,GEN,RLD,644,0,644,416136,224378,0.288852707545604
124,Bareilly,MADHVI SAHU,F,30,GEN,IND,591,1,592,416136,224378,0.265529196998444
124,Bareilly,RANJIT,M,29,GEN,IND,515,0,515,416136,224378,0.230992460226687
124,Bareilly,SARTAJ ALVI,M,35,GEN,AIFB,416,0,416,416136,224378,0.186588084377285
124,Bareilly,ARSHAD ALI KHAN,M,30,GEN,IND,383,0,383,416136,224378,0.171786625760817
124,Bareilly,AMIT KHANDELWAL,M,37,GEN,JSEP,346,0,346,416136,224378,0.155191050948415
125,Bareilly Cantt.,RAJESH AGARWAL,M,73,GEN,BJP,88157,284,88441,342921,183430,48.4956324813976
125,Bareilly Cantt.,MUJAHID HASSAN KHAN,M,61,GEN,INC,75610,167,75777,342921,183430,41.5514698221737
125,Bareilly Cantt.,RAJENDRA PRASAD GUPTA,M,48,GEN,BSP,14092,147,14239,342921,183430,7.80779628116621
125,Bareilly Cantt.,None of the Above,,,,NOTA,1060,1,1061,342921,183430,0.581787474844957
125,Bareilly Cantt.,ATUL SAXENA,M,45,GEN,RLD,819,0,819,342921,183430,0.449089483410009
125,Bareilly Cantt.,RABIYA AKHTAR,F,38,GEN,PECP,698,0,698,342921,183430,0.382740487692535
125,Bareilly Cantt.,KAMAL KISHOR BALMEEKI,M,46,SC,IND,619,0,619,342921,183430,0.339421721893524
125,Bareilly Cantt.,JAI PRAKASH SAXENA,M,44,GEN,PLM,488,0,488,342921,183430,0.267589338100225
125,Bareilly Cantt.,MANJEET SINGH,M,39,GEN,IEMC,459,0,459,342921,183430,0.251687512680335
125,Bareilly Cantt.,VIJAY KUMAR,M,33,SC,SHS,332,0,332,342921,183430,0.182048484117366
125,Bareilly Cantt.,SUSHEEL KUMAR GAUTAM,M,38,SC,BMUP,260,0,260,342921,183430,0.142568089971432
125,Bareilly Cantt.,PRIYANKA KHANDELWAL,F,30,GEN,JSEP,237,0,237,342921,183430,0.129956297397036
126,Aonla,DHARM PAL SINGH,M,64,GEN,BJP,63101,64,63165,298075,181709,35.1082455604035
126,Aonla,SIDHRAJ SINGH,M,37,GEN,SP,59453,166,59619,298075,181709,33.1373148431204
126,Aonla,AGAM KUMAR MAURYA,M,30,GEN,BSP,54111,81,54192,298075,181709,30.1208904204763
126,Aonla,None of the Above,,,,NOTA,1794,0,1794,298075,181709,0.99713753717033
126,Aonla,PRADEEP SAXENA,M,43,GEN,JANJAN,1004,1,1005,298075,181709,0.558597115304449
126,Aonla,RAKHI RANI,F,41,SC,IND,735,0,735,298075,181709,0.408526248506239
126,Aonla,HARI OM SINGH,M,29,GEN,IND,730,0,730,298075,181709,0.405747158380346
126,Aonla,RAJ PAL,M,51,SC,BSRD,469,0,469,298075,181709,0.260678653808743
127,Pilibhit,SANJAY SINGH GANGWAR,M,43,GEN,BJP,135865,621,136486,368537,251819,54.5941816232735
127,Pilibhit,RIAZ AHMAD,M,58,GEN,SP,92817,313,93130,368537,251819,37.251850992596
127,Pilibhit,ARSHAD KHAN,M,63,GEN,BSP,14379,153,14532,368537,251819,5.812776748893
127,Pilibhit,None of the Above,,,,NOTA,1812,6,1818,368537,251819,0.727197091211635
127,Pilibhit,CHANDARSEN,M,25,SC,JSEP,1009,1,1010,368537,251819,0.403998384006464
127,Pilibhit,MOH YUSUF MALIK,M,40,GEN,RKMP,988,1,989,368537,251819,0.39559841760633
127,Pilibhit,RAJRANI,F,32,GEN,IND,963,1,964,368537,251819,0.38559845760617
127,Pilibhit,VIJAY SINGH GANGWAR,M,38,GEN,IND,653,1,654,368537,251819,0.261598953604186
127,Pilibhit,BHOOPRAM ALIAS BHAWANI PRASAD,M,52,GEN,RLD,638,1,639,368537,251819,0.25559897760409
127,Pilibhit,MUNESH SINGH,M,44,GEN,IND,437,0,437,368537,251819,0.174799300802797
127,Pilibhit,SHAILENDRA KUMAR GANGWAR,M,36,GEN,JAM,433,0,433,368537,251819,0.173199307202771
127,Pilibhit,SHARAD JAISWAL,M,40,GEN,IND,420,0,420,368537,251819,0.167999328002688
127,Pilibhit,CHOKHELAL,M,62,GEN,BSRD,307,0,307,368537,251819,0.122799508801965
128,Barkhera,KISHAN LAL RAJPOOT,M,55,GEN,BJP,104512,83,104595,303706,211878,49.9091000186094
128,Barkhera,HEMRAJ VERMA,M,41,GEN,SP,46478,187,46665,303706,211878,22.2669167012611
128,Barkhera,DR. SHAILENDRA SINGH GANGWAR,M,43,GEN,BSP,28550,124,28674,303706,211878,13.6822365689909
128,Barkhera,JAIDRATH ALIAS PRABAKTANAND,M,41,GEN,RLD,22611,20,22631,303706,211878,10.7987269230953
128,Barkhera,None of the Above,,,,NOTA,2307,0,2307,303706,211878,1.10082024707617
128,Barkhera,NIRANJAN SINGH,M,48,GEN,RKMP,1795,2,1797,303706,211878,0.85746596618807
128,Barkhera,SURYA PRAKASH,M,40,GEN,IND,1103,0,1103,303706,211878,0.526313278077597
128,Barkhera,SANTRAM VERMA,M,57,GEN,IND,1043,1,1044,303706,211878,0.49816052793564
128,Barkhera,KISHAN LAL,M,41,GEN,BSRD,822,0,822,303706,211878,0.39222984096082
128,Barkhera,NARAYAN LAL,M,45,GEN,IND,643,0,643,303706,211878,0.306817260021663
128,Barkhera,SARBAZ AHMAD,M,40,GEN,SARSAMP,633,0,633,303706,211878,0.30204560745523
128,Barkhera,AASHIF BEG,M,62,GEN,IND,453,0,453,303706,211878,0.21615586125943
128,Barkhera,KEERAT PRASAD,M,41,SC,BMUP,266,2,268,303706,211878,0.127880288780413
128,Barkhera,PREM SWAROOP,M,28,GEN,MANKP,243,0,243,303706,211878,0.11595115736433
129,Puranpur,BABU RAM PASWAN,M,54,SC,BJP,128386,107,128493,369531,246819,52.5376881340132
129,Puranpur,PEETAM RAM,M,55,SC,SP,89076,175,89251,369531,246819,36.4925809472019
129,Puranpur,ER.K.K. ARVIND,M,60,SC,BSP,20096,43,20139,369531,246819,8.23435129797647
129,Puranpur,None of the Above,,,,NOTA,2244,2,2246,369531,246819,0.918335220976968
129,Puranpur,AYASHA BEGUM,F,28,SC,RLD,1658,0,1658,369531,246819,0.677916204977655
129,Puranpur,NATTHO DEVI,F,44,SC,SSKP,1502,0,1502,369531,246819,0.614131568079878
129,Puranpur,SHYAM BIHARI,M,47,SC,CPI(ML)(L),1322,0,1322,369531,246819,0.540533910120905
129,Puranpur,MAHENDRA KUMAR RAJ,M,43,SC,BSRD,1144,0,1144,369531,246819,0.467754003917031
129,Puranpur,RAMESHWAR DAYAL,M,55,SC,IND,1064,0,1064,369531,246819,0.435043933713043
130,Bisalpur,AGYASH RAM SARAN VERMA,M,68,GEN,BJP,103368,130,103498,348282,222924,46.9117000494055
130,Bisalpur,ANIS AHMAD KHAN ALIAS PHOOLBABU,M,51,GEN,INC,62380,122,62502,348282,222924,28.3297752274242
130,Bisalpur,DIVYA GANGWAR,F,45,GEN,BSP,45131,207,45338,348282,222924,20.5499879885597
130,Bisalpur,BHEEMSEN SHARMA,M,55,GEN,CPI,2451,0,2451,348282,222924,1.11094491508138
130,Bisalpur,None of the Above,,,,NOTA,2299,2,2301,348282,222924,1.04295563019268
130,Bisalpur,DR.NAGESH CHANDRA PATHAK,M,53,GEN,RLD,2125,2,2127,348282,222924,0.964088059721788
130,Bisalpur,RAMRATAN VERMA,M,44,GEN,RKMP,1905,1,1906,348282,222924,0.863917179985768
130,Bisalpur,DESHRAJ VERMA,M,33,GEN,IND,1065,2,1067,348282,222924,0.483630446508297
130,Bisalpur,RAMPAL MISHRA,M,56,GEN,IND,985,0,985,348282,222924,0.44646297076914
130,Bisalpur,SHYAM KISHOR VERMA,M,37,GEN,BSRD,749,0,749,348282,222924,0.33949316254425
131,Katra,VEER VIKRAM SINGH PRINCE,M,36,GEN,BJP,76443,66,76509,313965,192992,40.0231217501386
131,Katra,RAJESH YADAV,M,46,GEN,SP,59640,139,59779,313965,192992,31.271382387713
131,Katra,ADHIWAKTA RAJEEV KASHYAP,M,44,GEN,BSP,47419,52,47471,313965,192992,24.832864272188
131,Katra,None of the Above,,,,NOTA,1829,1,1830,313965,192992,0.957303229721388
131,Katra,VIVIDH KUMAR,M,36,GEN,RLD,1288,0,1288,313965,192992,0.673774076437786
131,Katra,SANJEEV KUMAR MISHRA,M,26,GEN,IND,1243,0,1243,313965,192992,0.650233833083981
131,Katra,SUNEETA DEVI,F,37,GEN,MD,1015,0,1015,313965,192992,0.530963266758038
131,Katra,SURAJ PAL,M,49,SC,IND,837,0,837,313965,192992,0.437848526380766
131,Katra,JAYVEER SINGH,M,40,GEN,RAJAP,785,0,785,313965,192992,0.410646467394147
131,Katra,RAJ KUMAR,M,51,GEN,IND,624,0,624,313965,192992,0.326424707839424
131,Katra,VEDRAM,M,53,GEN,BSRD,594,0,594,313965,192992,0.310731212270221
131,Katra,DINESH,M,42,GEN,JAM,414,0,414,313965,192992,0.216570238855003
131,Katra,CHOTEY LAL,M,41,GEN,IND,360,0,360,313965,192992,0.188321946830437
131,Katra,KRISHNA PAL SINGH,M,26,SC,IND,243,0,243,313965,192992,0.127117314110545
132,Jalalabad,SHARADVIR SINGH,M,45,GEN,SP,75141,185,75326,342343,208332,36.4390135353477
132,Jalalabad,MANOJ KASHYAP,M,41,GEN,BJP,65998,31,66029,342343,208332,31.9415822521503
132,Jalalabad,NEERAJ KUSHWAHA MAURYA,M,47,GEN,BSP,58251,86,58337,342343,208332,28.2205710194565
132,Jalalabad,None of the Above,,,,NOTA,1614,0,1614,342343,208332,0.780773807796128
132,Jalalabad,AMIT PRIYADARSHI RAJPUT,M,31,GEN,RLD,1305,1,1306,342343,208332,0.631778558229085
132,Jalalabad,ASHA RAM,M,54,GEN,IND,1281,0,1281,342343,208332,0.61968478797202
132,Jalalabad,RAM PRAKASH,M,62,GEN,BSRD,1175,0,1175,342343,208332,0.568407202082064
132,Jalalabad,MOHD. AKIL,M,34,GEN,BMUP,1149,0,1149,342343,208332,0.555829681014716
132,Jalalabad,BHARAT BHUSHAN,M,39,SC,IND,1065,0,1065,342343,208332,0.515194612950977
132,Jalalabad,JAY SHREE,F,40,GEN,LD,621,0,621,342343,208332,0.300409253185499
132,Jalalabad,JAGPAL,M,40,GEN,RVNP,429,0,429,342343,208332,0.207529097611239
133,Tilhar,ROSHAN LAL VERMA,M,52,GEN,BJP,81671,99,81770,330669,204249,40.3670902323193
133,Tilhar,KUNWAR JITIN PRASADA,M,40,GEN,INC,75888,177,76065,330669,204249,37.5507242084062
133,Tilhar,AVADHESH KUMAR VERMA,M,53,GEN,BSP,31344,74,31418,330669,204249,15.5100066151279
133,Tilhar,PRADIP KUMAR,M,42,GEN,RLD,3979,4,3983,330669,204249,1.9662727209897
133,Tilhar,RAGNI SINGH,F,42,GEN,IND,1733,0,1733,330669,204249,0.855523631803955
133,Tilhar,None of the Above,,,,NOTA,1682,1,1683,330669,204249,0.830840318710939
133,Tilhar,RAJESH YADAV,M,40,GEN,SARSAMP,1252,1,1253,330669,204249,0.618563826110996
133,Tilhar,ANISH KUMAR SINGH,M,35,GEN,BHIP,1225,0,1225,330669,204249,0.604741170778907
133,Tilhar,PRAMOD KUMAR YADAV,M,46,GEN,BKRD,1178,0,1178,330669,204249,0.581538856471471
133,Tilhar,RAKESH KUMAR,M,40,GEN,IND,967,1,968,330669,204249,0.477868941480801
133,Tilhar,RAMESH PAL SINGH YADAV,M,54,GEN,IND,946,0,946,330669,204249,0.467008283719874
133,Tilhar,SUKHVEER SINGH,M,40,GEN,LD,545,0,545,330669,204249,0.269048112713881
133,Tilhar,ARUNA DEVI,F,48,GEN,IND,530,0,530,330669,204249,0.261643118785976
133,Tilhar,HARISH CHANDRA,M,49,GEN,BSRD,521,0,521,330669,204249,0.257200122429233
133,Tilhar,SHIVAM SHARMA,M,26,GEN,SHS,431,0,431,330669,204249,0.212770158861803
134,Powayan,CHETRAM,M,56,SC,BJP,126569,66,126635,361653,229205,55.7519591441402
134,Powayan,SHAKUNTLA DEVI,F,54,SC,SP,54073,145,54218,361653,229205,23.869859998239
134,Powayan,GURBACHAN LAL,M,64,SC,BSP,38750,47,38797,361653,229205,17.0806551025799
134,Powayan,None of the Above,,,,NOTA,2065,0,2065,361653,229205,0.909130932464559
134,Powayan,MAHENDRA,M,46,SC,SARSAMP,1448,0,1448,361653,229205,0.637492295500572
134,Powayan,DHIRENDRA PRASAD,M,46,SC,IND,1369,0,1369,361653,229205,0.602711983798538
134,Powayan,ARUN KUMAR,M,48,SC,BSRD,1175,1,1176,361653,229205,0.517742361539139
134,Powayan,BANDHU PRASAD,M,72,SC,IND,991,0,991,361653,229205,0.436294796160958
134,Powayan,CHANDRAKALA,F,35,SC,IND,823,0,823,361653,229205,0.362331601655367
134,Powayan,KANDHAI,M,53,SC,IND,692,0,692,361653,229205,0.304657920225412
134,Powayan,RAKESH KUMAR,M,31,SC,LD,582,0,582,361653,229205,0.256229638108655
134,Powayan,RAJNISH,M,42,SC,RAJAP,409,0,409,361653,229205,0.180065158052303
135,Shahjahanpur,SURESH KUMAR KHANNA,M,63,GEN,BJP,100214,520,100734,359008,206025,49.1687573825864
135,Shahjahanpur,TANVEER KHAN,M,46,GEN,SP,81240,291,81531,359008,206025,39.795679295567
135,Shahjahanpur,MOHAMMAD ASLAM KHAN,M,56,GEN,BSP,16403,143,16546,359008,206025,8.0761834102912
135,Shahjahanpur,MANISH CHANDRA,M,30,SC,CPI,1305,4,1309,359008,206025,0.638929293126507
135,Shahjahanpur,None of the Above,,,,NOTA,1148,3,1151,359008,206025,0.561808721458067
135,Shahjahanpur,GAURAV,M,30,GEN,RLD,990,1,991,359008,206025,0.483711940021672
135,Shahjahanpur,ANIL KUMAR SINGH,M,50,GEN,LD,781,1,782,359008,206025,0.381698019270381
135,Shahjahanpur,RAJEEV KUMAR SAXENA,M,51,GEN,SARSAMP,609,2,611,359008,206025,0.298232084110234
135,Shahjahanpur,HEERA LAL SHUKLA,M,70,GEN,IND,608,0,608,359008,206025,0.296767769458301
135,Shahjahanpur,ROHIT DIXIT,M,31,GEN,IND,523,0,523,359008,206025,0.255278854320216
135,Shahjahanpur,SANJAY KUMAR,M,29,SC,IND,376,0,376,359008,206025,0.183527436375528
135,Shahjahanpur,LOKESH SRIVASTAVA,M,41,GEN,IND,310,0,310,359008,206025,0.151312514033015
135,Shahjahanpur,KISHAN LAL,M,57,SC,IND,277,1,278,359008,206025,0.135693157745736
135,Shahjahanpur,SARVESH KUMAR,M,30,GEN,BSRD,275,0,275,359008,206025,0.134228843093804
136,Dadraul,MANVENDRA SINGH,M,61,GEN,BJP,86361,74,86435,330219,216563,40.3562424129237
136,Dadraul,RAMMURTEE SINGH VERMA,M,69,GEN,SP,68825,212,69037,330219,216563,32.2331683630591
136,Dadraul,RIZWAN ALI,M,51,GEN,BSP,50677,85,50762,330219,216563,23.7006256419834
136,Dadraul,ROOPA,F,53,GEN,CPI,2386,1,2387,330219,216563,1.11448314501821
136,Dadraul,None of the Above,,,,NOTA,2383,0,2383,330219,216563,1.11261555700812
136,Dadraul,KUVER,M,62,GEN,IND,1410,0,1410,330219,216563,0.658324773554954
136,Dadraul,PRATAP SINGH,M,46,GEN,IND,1246,0,1246,330219,216563,0.58175366514147
136,Dadraul,RAJENDRA PRASAD,M,44,SC,IND,971,0,971,330219,216563,0.453356989448128
136,Dadraul,GUR DAYAL,M,39,GEN,BSRD,689,0,689,330219,216563,0.321692034737137
136,Dadraul,OMKAR SINGH VERMA,M,53,GEN,LD,687,0,687,330219,216563,0.320758240732095
136,Dadraul,GUR PREET SINGH,M,34,GEN,IND,556,0,556,330219,216563,0.259594733401812
137,PALIA,HARVINDER KUMAR SAHANI,M,52,GEN,BJP,117951,118,118069,340784,231799,51.3964705165374
137,PALIA,SAIF ALI NAQVI,M,36,GEN,INC,48783,58,48841,340784,231799,21.26091536727
137,PALIA,VIRENDRA KUMAR AGARWAL,M,71,GEN,BSP,43325,111,43436,340784,231799,18.9080714951115
137,PALIA,RAMNARESH,M,37,ST,RKMP,7762,33,7795,340784,231799,3.39323181932945
137,PALIA,None of the Above,,,,NOTA,2076,1,2077,340784,231799,0.904136303880342
137,PALIA,ARTI RAI,F,44,GEN,CPI(ML)(L),1661,0,1661,340784,231799,0.72304785784557
137,PALIA,NASEER AHMAD,M,39,GEN,NCP,1387,0,1387,340784,231799,0.603773256370744
137,PALIA,KEVAL SINGH,M,39,GEN,SARSAMP,1384,0,1384,340784,231799,0.602467330077224
137,PALIA,DEEPCHAND,M,60,SC,BMUP,1277,1,1278,340784,231799,0.556324601039517
137,PALIA,UPENDRA SINGH,M,48,GEN,IND,1225,0,1225,340784,231799,0.533253236520664
137,PALIA,SRI RAM,M,45,SC,UPRP,1104,0,1104,340784,231799,0.480580876015358
137,PALIA,RAKESH KUMAR GUPTA,M,50,GEN,IND,1096,0,1096,340784,231799,0.477098405899304
137,PALIA,VANDNA GUPTA,F,33,GEN,IND,1032,0,1032,340784,231799,0.449238644970878
137,PALIA,VIJAYPAL,M,44,GEN,RVIP,719,0,719,340784,231799,0.312987001680292
137,PALIA,NETRAPAL,M,30,GEN,BSRD,695,0,695,340784,231799,0.302539591332132
138,NIGHASAN,PATEL RAMKUMAR VERMA,M,62,GEN,BJP,107392,95,107487,327486,222147,48.9725902571486
138,NIGHASAN,KRISHNA GOPAL PATEL,M,59,GEN,SP,61192,172,61364,327486,222147,27.9583021997048
138,NIGHASAN,GIRJASHANKAR SINGH ALIAS G.S. SINGH,M,58,GEN,BSP,40573,101,40674,327486,222147,18.5316469537643
138,NIGHASAN,None of the Above,,,,NOTA,2662,1,2663,327486,222147,1.21330028612564
138,NIGHASAN,RADHEYSHYAM,M,52,GEN,NINSHAD,2470,0,2470,327486,222147,1.12536676933171
138,NIGHASAN,MAHIPAL SINGH,M,31,GEN,BSRD,1885,0,1885,327486,222147,0.858832534489986
138,NIGHASAN,SHIV KUMAR MAURYA,M,51,GEN,RPI(A),1453,0,1453,327486,222147,0.6620072533761
138,NIGHASAN,S.P.MISHRA ALIAS SATYAPRAKASH,M,46,GEN,KISP,1300,0,1300,327486,222147,0.592298299648266
138,NIGHASAN,SARIKA GUPTA,F,35,GEN,IND,1122,0,1122,327486,222147,0.511198994004119
138,NIGHASAN,RAM KHELAWAN,M,43,GEN,PMHP,886,0,886,327486,222147,0.403674071914126
138,NIGHASAN,RATNAKAR MAURYA,M,52,GEN,JAM,843,0,843,327486,222147,0.384082666618068
139,GOLA GOKRANNATH,ARVIND GIRI,M,60,GEN,BJP,122218,279,122497,365767,250840,49.4302270214432
139,GOLA GOKRANNATH,VINAY TIWARI,M,47,GEN,SP,67287,193,67480,365767,250840,27.2296604766401
