State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Election_Type
Uttar_Pradesh,,3,2024,6,,,1,HARENDRA SINGH MALIK,,SP,470721,,1121393,1823717,Muzaffarnagar,,,13,61.49,43.64,,24672,2.2,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,3,2024,6,,,2,SANJEEV KUMAR BALYAN,,BJP,446049,,1121393,1823717,Muzaffarnagar,,,13,61.49,41.35,,,,,,,,,,,,,,,,,TRUE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,3,2024,6,,,3,DARA SINGH PRAJAPATI,,BSP,143707,,1121393,1823717,Muzaffarnagar,,,13,61.49,13.32,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,3,2024,6,,,4,SUNIL TYAGI,,IND,7167,,1121393,1823717,Muzaffarnagar,,,13,61.49,0.66,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,3,2024,6,,,5,KAVITA,,RASHTRAWADI_JANLOK_P,2000,,1121393,1823717,Muzaffarnagar,,,13,61.49,0.19,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,3,2024,6,,,6,SHASHIKANT SHAMAR,,IND,1431,,1121393,1823717,Muzaffarnagar,,,13,61.49,0.13,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,3,2024,6,,,7,BIRBAL SINGH,,VISHAL_JANTA_PARTY,1421,,1121393,1823717,Muzaffarnagar,,,13,61.49,0.13,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,3,2024,6,,,8,NEEL KUMAR,,JAI_SAMTA_PARTY,861,,1121393,1823717,Muzaffarnagar,,,13,61.49,0.08,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,3,2024,6,,,9,RESHU SHARMA,,IND,684,,1121393,1823717,Muzaffarnagar,,,13,61.49,0.06,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,3,2024,6,,,10,ANKUR,,IND,372,,1121393,1823717,Muzaffarnagar,,,13,61.49,0.03,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,3,2024,6,,,11,MANUJ VERMA,,IND,340,,1121393,1823717,Muzaffarnagar,,,13,61.49,0.03,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,3,2024,6,,,12,NOTA,,NONE_OF_THE_ABOVE,3916,,1121393,1823717,Muzaffarnagar,,,13,61.49,0.36,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,3,2024,6,,,13,NOTA,,NOTA,42724,,1121393,1823717,Muzaffarnagar,,,13,61.49,3.81,,,,,,,,,,,,,,,,,,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,4,2024,6,,,1,CHANDAN CHAUHAN,,RLD,404493,,1072678,1743213,Bijnor,,,13,61.53,39.48,,37508,3.5,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,4,2024,6,,,2,DEEPAK,,SP,366985,,1072678,1743213,Bijnor,,,13,61.53,35.82,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,4,2024,6,,,3,VIJENDER SINGH,,BSP,218986,,1072678,1743213,Bijnor,,,13,61.53,21.38,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,4,2024,6,,,4,ABDUL BARI,,JAI_SAMTA_PARTY,8072,,1072678,1743213,Bijnor,,,13,61.53,0.79,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,4,2024,6,,,5,DEEPAK KUMAR,,IND,7318,,1072678,1743213,Bijnor,,,13,61.53,0.71,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,4,2024,6,,,6,ZAHEER,,IND,2788,,1072678,1743213,Bijnor,,,13,61.53,0.27,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,4,2024,6,,,7,RAJAPAL,,PEOPLES_PARTY_OF_IND,2373,,1072678,1743213,Bijnor,,,13,61.53,0.23,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,4,2024,6,,,8,MOHD. SHAHJAD,,IND,2347,,1072678,1743213,Bijnor,,,13,61.53,0.23,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,4,2024,6,,,9,FARMAN,,MAJLOOM_SAMAJ_PARTY,2343,,1072678,1743213,Bijnor,,,13,61.53,0.23,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,4,2024,6,,,10,CHANDAN SINGH,,IND,2176,,1072678,1743213,Bijnor,,,13,61.53,0.21,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,4,2024,6,,,11,RAMDHAN SINGH,,MAJDOOR_KISAN_UNION_,2105,,1072678,1743213,Bijnor,,,13,61.53,0.21,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,4,2024,6,,,12,NOTA,,NONE_OF_THE_ABOVE,4446,,1072678,1743213,Bijnor,,,13,61.53,0.43,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,4,2024,6,,,13,NOTA,,NOTA,48246,,1072678,1743213,Bijnor,,,13,61.53,4.5,,,,,,,,,,,,,,,,,,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,5,2024,6,,,1,CHANDRASHEKHAR,,AAZAD_SAMAJ_PARTY_(K,512552,,1033025,1647310,Nagina,,,8,62.71,51.19,,151473,14.66,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,5,2024,6,,,2,OM KUMAR,,BJP,361079,,1033025,1647310,Nagina,,,8,62.71,36.06,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,5,2024,6,,,3,MANOJ KUMAR,,SP,102374,,1033025,1647310,Nagina,,,8,62.71,10.22,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,5,2024,6,,,4,SURENDRA PAL SINGH,,BSP,13272,,1033025,1647310,Nagina,,,8,62.71,1.33,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,5,2024,6,,,5,JOGENDRA,,IND,4518,,1033025,1647310,Nagina,,,8,62.71,0.45,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,5,2024,6,,,6,SANJEEV KUMAR,,IND,2201,,1033025,1647310,Nagina,,,8,62.71,0.22,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,5,2024,6,,,7,NOTA,,NONE_OF_THE_ABOVE,5307,,1033025,1647310,Nagina,,,8,62.71,0.53,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,5,2024,6,,,8,NOTA,,NOTA,31722,,1033025,1647310,Nagina,,,8,62.71,3.07,,,,,,,,,,,,,,,,,,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,6,2024,6,,,1,RUCHI VIRA,,SP,637363,,1352869,2062642,Moradabad,,,14,65.59,49.67,,105762,7.82,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,6,2024,6,,,2,KUNWAR SARVESH KUMAR,,BJP,531601,,1352869,2062642,Moradabad,,,14,65.59,41.43,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,6,2024,6,,,3,MO IRFAN,,BSP,92313,,1352869,2062642,Moradabad,,,14,65.59,7.19,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,6,2024,6,,,4,AJAY YADAV,,APNA_HAQ_PARTY,4094,,1352869,2062642,Moradabad,,,14,65.59,0.32,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,6,2024,6,,,5,MUSHARRAT HUSAIN,,IND,2583,,1352869,2062642,Moradabad,,,14,65.59,0.2,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,6,2024,6,,,6,SADHNA SINGH,,IND,2296,,1352869,2062642,Moradabad,,,14,65.59,0.18,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,6,2024,6,,,7,MOHD JAMSHED,,IND,1719,,1352869,2062642,Moradabad,,,14,65.59,0.13,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,6,2024,6,,,8,ONKAR SINGH,,BHARATIYA_BAHUJAN_SA,1459,,1352869,2062642,Moradabad,,,14,65.59,0.11,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,6,2024,6,,,9,SHAKIL AHMED,,SAMATA_PARTY,1356,,1352869,2062642,Moradabad,,,14,65.59,0.11,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,6,2024,6,,,10,HAR KISHORE SINGH,,SOCIALIST_UNITY_CENT,940,,1352869,2062642,Moradabad,,,14,65.59,0.07,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,6,2024,6,,,11,AMARJEET SINGH JATAV,,IND,952,,1352869,2062642,Moradabad,,,14,65.59,0.07,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,6,2024,6,,,12,GANGARAM SHARMA,,RASHTRIYA_CONGRESS(J,685,,1352869,2062642,Moradabad,,,14,65.59,0.05,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,6,2024,6,,,13,NOTA,,NONE_OF_THE_ABOVE,5824,,1352869,2062642,Moradabad,,,14,65.59,0.45,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,6,2024,6,,,14,NOTA,,NOTA,69684,,1352869,2062642,Moradabad,,,14,65.59,5.15,,,,,,,,,,,,,,,,,,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,7,2024,6,,,1,MOHIBBULLAH,,SP,481503,,1001937,1733243,Rampur,,,8,57.81,49.74,,87434,8.73,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,7,2024,6,,,2,GHANSHYAM SINGH LODHI,,BJP,394069,,1001937,1733243,Rampur,,,8,57.81,40.71,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,7,2024,6,,,3,ZEESHAN KHAN,,BSP,79692,,1001937,1733243,Rampur,,,8,57.81,8.23,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,7,2024,6,,,4,ARSHAD WARSI,,MINORITIES_DEMOCRATI,2927,,1001937,1733243,Rampur,,,8,57.81,0.3,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,7,2024,6,,,5,MEHMOOD PRACHA,,IND,2759,,1001937,1733243,Rampur,,,8,57.81,0.28,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,7,2024,6,,,6,SHIV PRASAD,,IND,1476,,1001937,1733243,Rampur,,,8,57.81,0.15,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,7,2024,6,,,7,NOTA,,NONE_OF_THE_ABOVE,5653,,1001937,1733243,Rampur,,,8,57.81,0.58,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,7,2024,6,,,8,NOTA,,NOTA,33858,,1001937,1733243,Rampur,,,8,57.81,3.38,,,,,,,,,,,,,,,,,,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,8,2024,6,,,1,ZIA UR REHMAN,,SP,571161,,1281539,1899292,Sambhal,,,14,67.47,47.8,,121494,9.48,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,8,2024,6,,,2,PARMESHWAR LAL SAINI,,BJP,449667,,1281539,1899292,Sambhal,,,14,67.47,37.63,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,8,2024,6,,,3,CHAUDHARY SAULAT ALI,,BSP,152460,,1281539,1899292,Sambhal,,,14,67.47,12.76,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,8,2024,6,,,4,WASEEM SO MOH SHAMIM,,IND,3864,,1281539,1899292,Sambhal,,,14,67.47,0.32,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,8,2024,6,,,5,MOHD WASEEM SO MOHD FAREED,,IND,2077,,1281539,1899292,Sambhal,,,14,67.47,0.17,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,8,2024,6,,,6,JAYGAMUL ISLAM,,JANTA_SHASHAN_PARTY,1942,,1281539,1899292,Sambhal,,,14,67.47,0.16,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,8,2024,6,,,7,ANUJ VARSHNEY,,IND,1677,,1281539,1899292,Sambhal,,,14,67.47,0.14,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,8,2024,6,,,8,MAHANDRA SINGH,,IND,1294,,1281539,1899292,Sambhal,,,14,67.47,0.11,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,8,2024,6,,,9,SANTOSH,,KISAN_KRANTI_DAL,1204,,1281539,1899292,Sambhal,,,14,67.47,0.1,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,8,2024,6,,,10,DR RASHID,,PEACE_PARTY,1060,,1281539,1899292,Sambhal,,,14,67.47,0.09,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,8,2024,6,,,11,TAUFIK AHAMAD,,IND,723,,1281539,1899292,Sambhal,,,14,67.47,0.06,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,8,2024,6,,,12,PAVAN KUMAR,,LOG_PARTY,637,,1281539,1899292,Sambhal,,,14,67.47,0.05,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,8,2024,6,,,13,NOTA,,NONE_OF_THE_ABOVE,7217,,1281539,1899292,Sambhal,,,14,67.47,0.6,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,8,2024,6,,,14,NOTA,,NOTA,86556,,1281539,1899292,Sambhal,,,14,67.47,6.75,,,,,,,,,,,,,,,,,,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,9,2024,6,,,1,KANWAR SINGH TANWAR,,BJP,476506,,1181322,1720677,Amroha,,,14,68.65,42.9,,28670,2.43,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,9,2024,6,,,2,KUNWAR DANISH ALI,,INC,447836,,1181322,1720677,Amroha,,,14,68.65,40.32,,,,,,,,,,,,,,,,,TRUE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,9,2024,6,,,3,MUJAHID HUSAIN,,BSP,164099,,1181322,1720677,Amroha,,,14,68.65,14.77,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,9,2024,6,,,4,DHANISH,,IND,3617,,1181322,1720677,Amroha,,,14,68.65,0.33,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,9,2024,6,,,5,SURESH,,IND,2717,,1181322,1720677,Amroha,,,14,68.65,0.24,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,9,2024,6,,,6,JEETPAL RANA,,IND,2556,,1181322,1720677,Amroha,,,14,68.65,0.23,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,9,2024,6,,,7,SUHEL HAIDER,,AKHIL_BHARTIYA_PARIV,2504,,1181322,1720677,Amroha,,,14,68.65,0.23,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,9,2024,6,,,8,NARENDRA SINGH,,IND,1779,,1181322,1720677,Amroha,,,14,68.65,0.16,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,9,2024,6,,,9,NAEEMUDDIN,,IND,1004,,1181322,1720677,Amroha,,,14,68.65,0.09,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,9,2024,6,,,10,KUSHAGRA,,IND,858,,1181322,1720677,Amroha,,,14,68.65,0.08,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,9,2024,6,,,11,KASHIF HUSAIN,,IND,679,,1181322,1720677,Amroha,,,14,68.65,0.06,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,9,2024,6,,,12,KUMDESH KUMAR,,IND,635,,1181322,1720677,Amroha,,,14,68.65,0.06,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,9,2024,6,,,13,NOTA,,NONE_OF_THE_ABOVE,5900,,1181322,1720677,Amroha,,,14,68.65,0.53,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,9,2024,6,,,14,NOTA,,NOTA,70632,,1181322,1720677,Amroha,,,14,68.65,5.98,,,,,,,,,,,,,,,,,,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,10,2024,6,,,1,ARUN GOVIL,,BJP,546469,,1220383,2005669,Meerut,,,10,60.85,46.21,,10585,0.87,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,10,2024,6,,,2,SUNITA VERMA,,SP,535884,,1220383,2005669,Meerut,,,10,60.85,45.32,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,10,2024,6,,,3,DEVVRAT KUMAR TYAGI,,BSP,87025,,1220383,2005669,Meerut,,,10,60.85,7.36,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,10,2024,6,,,4,BHUPENDRA PAL URF BHUPPI BHAI,,RASHTRIYA_SHOSHIT_SA,2626,,1220383,2005669,Meerut,,,10,60.85,0.22,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,10,2024,6,,,5,HAJI  AFZAL,,SABSE_ACHCHHI_PARTY,2029,,1220383,2005669,Meerut,,,10,60.85,0.17,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
Uttar_Pradesh,,10,2024,6,,,6,ABID HUSAIN,,SOCIAL_DEMOCRATIC_PA,1922,,1220383,2005669,Meerut,,,10,60.85,0.16,,,,,,,,,,,,,,,,,FALSE,,,,,,,Lok Sabha Election (GE)
