State_Name,Assembly_No,Constituency_No,Year,month,DelimID,Poll_No,Position,Candidate,Sex,Party,Votes,Age,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,District_Name,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Election_Type
Uttar_Pradesh,18,1,2022,3,4,0,1,Umar Ali Khan,M,SP,134513,44,,281373,372728,BEHAT,GEN,SAHARANPUR,WEST,8,75.49,47.81,no,37880,13.46,2.63,AEUP105072,State-based Party,7425,TRUE,2,SP,7425,BEHAT,TRUE,TRUE,1,FALSE,FALSE,FALSE,Post Graduate,Business,Rent,,,State Assembly Election (AE)
Uttar_Pradesh,18,1,2022,3,4,0,2,Naresh Saini,M,BJP,96633,57,,281373,372728,BEHAT,GEN,SAHARANPUR,WEST,8,75.49,34.34,no,51558,18.32,2.63,AEUP102026,National Party,1605,TRUE,2,INC,3482,BEHAT,TRUE,FALSE,1,TRUE,TRUE,TRUE,Post Graduate,Agriculture,,,,State Assembly Election (AE)
Uttar_Pradesh,18,1,2022,3,4,0,3,Rais Malik,M,BSP,45075,54,,281373,372728,BEHAT,GEN,SAHARANPUR,WEST,8,75.49,16.02,yes,43443,15.44,2.63,AEUP2025294,State-based Party,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8th Pass,Business,,,,State Assembly Election (AE)
Uttar_Pradesh,18,1,2022,3,4,0,4,Poonam Kamboj,F,INC,1632,36,,281373,372728,BEHAT,GEN,SAHARANPUR,WEST,8,75.49,0.58,yes,470,0.17,2.63,AEUP2025295,National Party,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Business,Private Company,,,State Assembly Election (AE)
Uttar_Pradesh,18,1,2022,3,4,0,5,Sushil Kumar,M,AAAP,1162,38,,281373,372728,BEHAT,GEN,SAHARANPUR,WEST,8,75.49,0.41,yes,45,0.02,2.63,AEUP2025293,State-based Party,13,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Business,,Agriculture,,State Assembly Election (AE)
Uttar_Pradesh,18,1,2022,3,4,0,6,None Of The Above,,NOTA,1117,,,281373,372728,BEHAT,GEN,SAHARANPUR,WEST,8,75.49,0.4,,557,0.2,2.63,,,,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Uttar_Pradesh,18,1,2022,3,4,0,7,Dharampal Singh,M,IND,560,46,,281373,372728,BEHAT,GEN,SAHARANPUR,WEST,8,75.49,0.2,yes,151,0.05,2.63,AEUP2025290,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Business,,,,State Assembly Election (AE)
Uttar_Pradesh,18,1,2022,3,4,0,8,Ali Khan,M,IND,409,31,,281373,372728,BEHAT,GEN,SAHARANPUR,WEST,8,75.49,0.15,yes,137,0.05,2.63,AEUP2025292,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Business,,,,State Assembly Election (AE)
Uttar_Pradesh,18,1,2022,3,4,0,9,Mo. IKram,M,IND,272,47,,281373,372728,BEHAT,GEN,SAHARANPUR,WEST,8,75.49,0.1,yes,0,0,2.63,AEUP2025291,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,5th Pass,Agriculture,,,,State Assembly Election (AE)
Uttar_Pradesh,18,2,2022,3,4,0,1,MUKESH CHOUDHARY,M,BJP,104114,47,,270652,355840,NAKUR,GEN,SAHARANPUR,WEST,11,76.06,38.47,no,315,0.12,2.94,AEUP2025307,National Party,1605,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,Graduate,Labourer or Daily Wage,,Agriculture,,State Assembly Election (AE)
Uttar_Pradesh,18,2,2022,3,4,0,2,DR. DHARAM SINGH SAINI,M,SP,103799,65,,270652,355840,NAKUR,GEN,SAHARANPUR,WEST,11,76.06,38.35,no,48687,17.99,2.94,AEUP102039,State-based Party,7425,TRUE,3,BJP,1605,NAKUR,TRUE,FALSE,2,TRUE,TRUE,TRUE,Graduate Professional,Business,Rent,Small Business or Self-employed,,State Assembly Election (AE)
Uttar_Pradesh,18,2,2022,3,4,0,3,SAHIL KHAN,M,BSP,55112,38,,270652,355840,NAKUR,GEN,SAHARANPUR,WEST,11,76.06,20.36,no,51519,19.04,2.94,AEUP2025305,State-based Party,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Agriculture,,,,State Assembly Election (AE)
Uttar_Pradesh,18,2,2022,3,4,0,4,RIZWANA,F,AIMIM,3593,41,,270652,355840,NAKUR,GEN,SAHARANPUR,WEST,11,76.06,1.33,yes,2239,0.83,2.94,AEUP2025299,State-based Party,706,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8th Pass,Salaried Work or Employed,Insurance Agent,,,State Assembly Election (AE)
Uttar_Pradesh,18,2,2022,3,4,0,5,RANDHEER SINGH,M,INC,1354,54,,270652,355840,NAKUR,GEN,SAHARANPUR,WEST,11,76.06,0.5,yes,644,0.24,2.94,AEUP2025306,National Party,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Agriculture,,,,State Assembly Election (AE)
Uttar_Pradesh,18,2,2022,3,4,0,6,None Of The Above,,NOTA,710,,,270652,355840,NAKUR,GEN,SAHARANPUR,WEST,11,76.06,0.26,,94,0.03,2.94,,,,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Uttar_Pradesh,18,2,2022,3,4,0,7,SONU KUMAR,M,ASPKR,616,40,,270652,355840,NAKUR,GEN,SAHARANPUR,WEST,11,76.06,0.23,yes,196,0.07,2.94,AEUP2025298,Local Party,24926,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Small Business or Self-employed,Shop Keeper,,,State Assembly Election (AE)
Uttar_Pradesh,18,2,2022,3,4,0,8,ATUL KUMAR,M,Inqalab Vikas Dal,420,36,,270652,355840,NAKUR,GEN,SAHARANPUR,WEST,11,76.06,0.16,yes,153,0.06,2.94,AEUP2025304,Local Party,3975,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,5th Pass,Small Business or Self-employed,Shop Keeper,,,State Assembly Election (AE)
Uttar_Pradesh,18,2,2022,3,4,0,9,NITIN KUMAR,M,Jai Maha Bharath Party,267,28,,270652,355840,NAKUR,GEN,SAHARANPUR,WEST,11,76.06,0.1,yes,27,0.01,2.94,AEUP2025300,Local Party,4036,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Agriculture,,,,State Assembly Election (AE)
Uttar_Pradesh,18,2,2022,3,4,0,10,ASHISH TYAGI,M,AAAP,240,25,,270652,355840,NAKUR,GEN,SAHARANPUR,WEST,11,76.06,0.09,yes,22,0.01,2.94,AEUP2025303,State-based Party,13,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Education,School Teacher,,,State Assembly Election (AE)
Uttar_Pradesh,18,2,2022,3,4,0,11,DEVENDRA CHAUHAN,M,Aamjan Ekta Party,218,59,,270652,355840,NAKUR,GEN,SAHARANPUR,WEST,11,76.06,0.08,yes,9,0,2.94,AEUP2025302,Local Party,25020,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Agriculture,,,,State Assembly Election (AE)
Uttar_Pradesh,18,2,2022,3,4,0,12,NAHID LATIF,M,Lok Dal,209,29,,270652,355840,NAKUR,GEN,SAHARANPUR,WEST,11,76.06,0.08,yes,0,0,2.94,AEUP2025301,National Party,4996,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Business,,,,State Assembly Election (AE)
Uttar_Pradesh,18,3,2022,3,4,0,1,RAJEEV GUMBER,M,BJP,143195,52,,293112,445458,SAHARANPUR NAGAR,GEN,SAHARANPUR,WEST,12,65.8,48.85,no,7434,2.54,2.22,AEUP101792,National Party,1605,TRUE,3,BJP,1605,SAHARANPUR NAGAR,TRUE,TRUE,2,FALSE,FALSE,TRUE,12th Pass,Business,,,,State Assembly Election (AE)
Uttar_Pradesh,18,3,2022,3,4,0,2,SANJAY GARG,M,SP,135761,64,,293112,445458,SAHARANPUR NAGAR,GEN,SAHARANPUR,WEST,12,65.8,46.32,no,126985,43.32,2.22,AEUP102050,State-based Party,7425,TRUE,8,SP,7425,SAHARANPUR NAGAR,TRUE,TRUE,3,FALSE,TRUE,TRUE,Graduate Professional,Business,Rent,Retired or Pension,,State Assembly Election (AE)
Uttar_Pradesh,18,3,2022,3,4,0,3,Manish,M,BSP,8776,35,,293112,445458,SAHARANPUR NAGAR,GEN,SAHARANPUR,WEST,12,65.8,2.99,yes,6520,2.22,2.22,AEUP2025320,State-based Party,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,5th Pass,Business,,Social Work,,State Assembly Election (AE)
Uttar_Pradesh,18,3,2022,3,4,0,4,SUKHWINDER KAUR,F,INC,2256,51,,293112,445458,SAHARANPUR NAGAR,GEN,SAHARANPUR,WEST,12,65.8,0.77,yes,1503,0.51,2.22,AEUP2025318,National Party,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Agriculture,,,,State Assembly Election (AE)
Uttar_Pradesh,18,3,2022,3,4,0,5,None Of The Above,,NOTA,753,,,293112,445458,SAHARANPUR NAGAR,GEN,SAHARANPUR,WEST,12,65.8,0.26,,58,0.02,2.22,,,,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Uttar_Pradesh,18,3,2022,3,4,0,6,MANSOOR AHMED,M,ASPKR,695,46,,293112,445458,SAHARANPUR NAGAR,GEN,SAHARANPUR,WEST,12,65.8,0.24,yes,297,0.1,2.22,AEUP2025313,Local Party,24926,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Business,Trader,Agriculture,,State Assembly Election (AE)
Uttar_Pradesh,18,3,2022,3,4,0,7,AVTAR SINGH,M,Akhand Bharat Vikas Party,398,51,,293112,445458,SAHARANPUR NAGAR,GEN,SAHARANPUR,WEST,12,65.8,0.14,yes,38,0.01,2.22,AEUP2025316,Local Party,25021,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,8th Pass,Salaried Work or Employed,,,,State Assembly Election (AE)
Uttar_Pradesh,18,3,2022,3,4,0,8,RITA,F,Bahujan Mukti Party,360,41,,293112,445458,SAHARANPUR NAGAR,GEN,SAHARANPUR,WEST,12,65.8,0.12,yes,73,0.02,2.22,AEUP2025312,Local Party,1074,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Literate,Other,Household,,,State Assembly Election (AE)
Uttar_Pradesh,18,3,2022,3,4,0,9,USMAN MALIK,M,AAAP,287,29,,293112,445458,SAHARANPUR NAGAR,GEN,SAHARANPUR,WEST,12,65.8,0.1,yes,81,0.03,2.22,AEUP2025315,State-based Party,13,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Labourer or Daily Wage,,,,State Assembly Election (AE)
Uttar_Pradesh,18,3,2022,3,4,0,10,SANJAY KUMAR,M,IND,206,46,,293112,445458,SAHARANPUR NAGAR,GEN,SAHARANPUR,WEST,12,65.8,0.07,yes,38,0.01,2.22,AEUP2025309,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Doctorate,Education,School Teacher,,,State Assembly Election (AE)
Uttar_Pradesh,18,3,2022,3,4,0,11,KAMROODDIN,M,Sanyukt Vikas Party,168,45,,293112,445458,SAHARANPUR NAGAR,GEN,SAHARANPUR,WEST,12,65.8,0.06,yes,15,0.01,2.22,AEUP2025314,Local Party,7674,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Literate,Other,,,,State Assembly Election (AE)
Uttar_Pradesh,18,3,2022,3,4,0,12,SALLOUDEEN RAJA,M,Lok Dal,153,34,,293112,445458,SAHARANPUR NAGAR,GEN,SAHARANPUR,WEST,12,65.8,0.05,yes,49,0.02,2.22,AEUP2025311,National Party,4996,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Literate,Business,,,,State Assembly Election (AE)
Uttar_Pradesh,18,3,2022,3,4,0,13,PULKIT THAKRAL,M,IND,104,31,,293112,445458,SAHARANPUR NAGAR,GEN,SAHARANPUR,WEST,12,65.8,0.04,yes,0,0,2.22,AEUP2025310,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Business,,,,State Assembly Election (AE)
Uttar_Pradesh,18,4,2022,3,4,0,1,Ashu Malik,M,SP,107007,40,,259855,358965,SAHARANPUR,GEN,SAHARANPUR,WEST,14,72.39,41.18,no,30745,11.83,3.12,AEUP2025333,State-based Party,7425,TRUE,1,,,,,,1,FALSE,FALSE,FALSE,10th Pass,Business,Rent,Retired or Pension,,State Assembly Election (AE)
Uttar_Pradesh,18,4,2022,3,4,0,2,JAGPAL SINGH,M,BJP,76262,62,,259855,358965,SAHARANPUR,GEN,SAHARANPUR,WEST,14,72.39,29.35,no,13625,5.24,3.12,AEUP102065,National Party,1605,TRUE,3,BSP,16651,SAHARANPUR,TRUE,FALSE,0,TRUE,FALSE,TRUE,12th Pass,Politics,Party Worker,Agriculture,,State Assembly Election (AE)
Uttar_Pradesh,18,4,2022,3,4,0,3,Ajab Singh,M,BSP,62637,45,,259855,358965,SAHARANPUR,GEN,SAHARANPUR,WEST,14,72.39,24.1,no,54450,20.95,3.12,AEUP2025334,State-based Party,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Business,,Agriculture,,State Assembly Election (AE)
Uttar_Pradesh,18,4,2022,3,4,0,4,Margoob,M,AIMIM,8187,45,,259855,358965,SAHARANPUR,GEN,SAHARANPUR,WEST,14,72.39,3.15,yes,6423,2.47,3.12,AEUP2025329,State-based Party,706,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Agriculture,,,,State Assembly Election (AE)
Uttar_Pradesh,18,4,2022,3,4,0,5,QURBAN,M,ASPKR,1764,57,,259855,358965,SAHARANPUR,GEN,SAHARANPUR,WEST,14,72.39,0.68,yes,547,0.21,3.12,AEUP2025330,Local Party,24926,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Business,,,,State Assembly Election (AE)
Uttar_Pradesh,18,4,2022,3,4,0,6,SANDEEP KUMAR,M,INC,1217,38,,259855,358965,SAHARANPUR,GEN,SAHARANPUR,WEST,14,72.39,0.47,yes,294,0.11,3.12,AEUP2025331,National Party,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Business,,,,State Assembly Election (AE)
Uttar_Pradesh,18,4,2022,3,4,0,7,None Of The Above,,NOTA,923,,,259855,358965,SAHARANPUR,GEN,SAHARANPUR,WEST,14,72.39,0.36,,447,0.17,3.12,,,,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Uttar_Pradesh,18,4,2022,3,4,0,8,Yogesh Dahiya,M,AAAP,476,52,,259855,358965,SAHARANPUR,GEN,SAHARANPUR,WEST,14,72.39,0.18,yes,99,0.04,3.12,GEUP11184,State-based Party,13,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Agriculture,,,,State Assembly Election (AE)
Uttar_Pradesh,18,4,2022,3,4,0,9,SHABREJ,M,IND,377,28,,259855,358965,SAHARANPUR,GEN,SAHARANPUR,WEST,14,72.39,0.15,yes,28,0.01,3.12,AEUP2025321,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Literate,Other,,,,State Assembly Election (AE)
Uttar_Pradesh,18,4,2022,3,4,0,10,LOKESH KUMAR,M,IND,349,26,,259855,358965,SAHARANPUR,GEN,SAHARANPUR,WEST,14,72.39,0.13,yes,158,0.06,3.12,AEUP2025322,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Literate,Labourer or Daily Wage,,,,State Assembly Election (AE)
Uttar_Pradesh,18,4,2022,3,4,0,11,RIYASAT,M,Aamjan Ekta Party,191,43,,259855,358965,SAHARANPUR,GEN,SAHARANPUR,WEST,14,72.39,0.07,yes,14,0.01,3.12,AEUP2025326,Local Party,25020,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Liberal Profession or Professional,Lawyer,,,State Assembly Election (AE)
Uttar_Pradesh,18,4,2022,3,4,0,12,RAJITA,F,IND,177,36,,259855,358965,SAHARANPUR,GEN,SAHARANPUR,WEST,14,72.39,0.07,yes,51,0.02,3.12,AEUP2025323,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Business,,,,State Assembly Election (AE)
Uttar_Pradesh,18,4,2022,3,4,0,13,VAHID ALI KHAN,M,Log Party,126,32,,259855,358965,SAHARANPUR,GEN,SAHARANPUR,WEST,14,72.39,0.05,yes,42,0.02,3.12,AEUP2025325,Local Party,25014,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Other,,,,State Assembly Election (AE)
Uttar_Pradesh,18,4,2022,3,4,0,14,PINKI KUMARI,F,IND,84,30,,259855,358965,SAHARANPUR,GEN,SAHARANPUR,WEST,14,72.39,0.03,yes,6,0,3.12,AEUP2025324,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Small Business or Self-employed,,,,State Assembly Election (AE)
Uttar_Pradesh,18,4,2022,3,4,0,15,MEWA LAL,M,Bharatrashtra Democratic Party,78,54,,259855,358965,SAHARANPUR,GEN,SAHARANPUR,WEST,14,72.39,0.03,yes,0,0,3.12,AEUP2025328,Local Party,1866,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Retired or Pension,,,,State Assembly Election (AE)
Uttar_Pradesh,18,5,2022,3,4,0,1,BRIJESH,M,BJP,93890,57,,242193,349384,DEOBAND,GEN,SAHARANPUR,WEST,10,69.32,38.77,no,7104,2.93,3.03,AEUP100268,National Party,1605,TRUE,2,BJP,1605,DEOBAND,TRUE,TRUE,2,FALSE,TRUE,TRUE,Graduate,Business,,Politics,MLA,State Assembly Election (AE)
Uttar_Pradesh,18,5,2022,3,4,0,2,Kartikey Rana,M,SP,86786,29,,242193,349384,DEOBAND,GEN,SAHARANPUR,WEST,10,69.32,35.83,no,34054,14.06,3.03,AEUP2025344,State-based Party,7425,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Business,,Agriculture,,State Assembly Election (AE)
Uttar_Pradesh,18,5,2022,3,4,0,3,CHOUDHARY RAJENDRA SINGH,M,BSP,52732,62,,242193,349384,DEOBAND,GEN,SAHARANPUR,WEST,10,69.32,21.77,no,49231,20.33,3.03,AEUP64357,State-based Party,16651,TRUE,2,INC,3482,RATH,FALSE,FALSE,0,TRUE,FALSE,FALSE,Graduate,Business,,Agriculture,,State Assembly Election (AE)
Uttar_Pradesh,18,5,2022,3,4,0,4,UMAIR MADANI,M,AIMIM,3501,26,,242193,349384,DEOBAND,GEN,SAHARANPUR,WEST,10,69.32,1.45,yes,1653,0.68,3.03,AEUP2025340,State-based Party,706,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Business,,Social Work,,State Assembly Election (AE)
Uttar_Pradesh,18,5,2022,3,4,0,5,YOGESH PRATAP SINGH,M,ASPKR,1848,40,,242193,349384,DEOBAND,GEN,SAHARANPUR,WEST,10,69.32,0.76,yes,752,0.31,3.03,AEUP2025336,Local Party,24926,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate Professional,Agriculture,,,,State Assembly Election (AE)
Uttar_Pradesh,18,5,2022,3,4,0,6,RAHAT KHALIL,M,INC,1096,58,,242193,349384,DEOBAND,GEN,SAHARANPUR,WEST,10,69.32,0.45,yes,367,0.15,3.03,AEUP2025341,National Party,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Post Graduate,Business,,,,State Assembly Election (AE)
Uttar_Pradesh,18,5,2022,3,4,0,7,None Of The Above,,NOTA,729,,,242193,349384,DEOBAND,GEN,SAHARANPUR,WEST,10,69.32,0.3,,113,0.05,3.03,,,,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Uttar_Pradesh,18,5,2022,3,4,0,8,VIJENDRA,M,IND,616,60,,242193,349384,DEOBAND,GEN,SAHARANPUR,WEST,10,69.32,0.25,yes,128,0.05,3.03,AEUP2025335,Independents,10809,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Literate,Business,,,,State Assembly Election (AE)
Uttar_Pradesh,18,5,2022,3,4,0,9,NAUSHAD,M,Sanyukt Vikas Party,488,35,,242193,349384,DEOBAND,GEN,SAHARANPUR,WEST,10,69.32,0.2,yes,224,0.09,3.03,AEUP2025338,Local Party,7674,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Literate,Labourer or Daily Wage,,,,State Assembly Election (AE)
Uttar_Pradesh,18,5,2022,3,4,0,10,JAHEER,M,Jansatta Party,264,50,,242193,349384,DEOBAND,GEN,SAHARANPUR,WEST,10,69.32,0.11,yes,21,0.01,3.03,AEUP2025339,Local Party,11332,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Illiterate,Business,,,,State Assembly Election (AE)
Uttar_Pradesh,18,5,2022,3,4,0,11,PRAVEEN KUMAR DHIMAN,M,AAAP,243,43,,242193,349384,DEOBAND,GEN,SAHARANPUR,WEST,10,69.32,0.1,yes,0,0,3.03,AEUP2025337,State-based Party,13,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Others,Business,,,,State Assembly Election (AE)
Uttar_Pradesh,18,6,2022,3,4,0,1,Devender Kumar Nim,M,BJP,89109,52,,232233,324347,RAMPUR MANIHARAN,SC,SAHARANPUR,WEST,9,71.6,38.37,no,20593,8.87,3.12,AEUP200578,National Party,1605,TRUE,2,BJP,1605,RAMPUR MANIHARAN,TRUE,TRUE,2,FALSE,TRUE,TRUE,Graduate,Business,,,,State Assembly Election (AE)
Uttar_Pradesh,18,6,2022,3,4,0,2,RAVINDRA KUMAR,M,BSP,68516,52,,232233,324347,RAMPUR MANIHARAN,SC,SAHARANPUR,WEST,9,71.6,29.5,no,3652,1.57,3.12,AEUP2025351,State-based Party,16651,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Business,,Agriculture,,State Assembly Election (AE)
Uttar_Pradesh,18,6,2022,3,4,0,3,VIVEK KANT,M,RLD,64864,43,,232233,324347,RAMPUR MANIHARAN,SC,SAHARANPUR,WEST,9,71.6,27.93,no,60258,25.95,3.12,AEUP2025350,State-based Party,12169,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Literate,Business,,,,State Assembly Election (AE)
Uttar_Pradesh,18,6,2022,3,4,0,4,BRIJPAL SINGH,M,ASPKR,4606,68,,232233,324347,RAMPUR MANIHARAN,SC,SAHARANPUR,WEST,9,71.6,1.98,yes,3062,1.32,3.12,AEUP2025347,Local Party,24926,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Business,Rent,Agriculture,,State Assembly Election (AE)
Uttar_Pradesh,18,6,2022,3,4,0,5,OMPAL SINGH,M,INC,1544,72,,232233,324347,RAMPUR MANIHARAN,SC,SAHARANPUR,WEST,9,71.6,0.66,yes,370,0.16,3.12,AEUP2025353,National Party,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Agriculture,,,,State Assembly Election (AE)
Uttar_Pradesh,18,6,2022,3,4,0,6,D. P. SINGH,M,Bahujan Mukti Party,1174,60,,232233,324347,RAMPUR MANIHARAN,SC,SAHARANPUR,WEST,9,71.6,0.51,yes,245,0.11,3.12,AEUP2025345,Local Party,1074,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Retired or Pension,,,,State Assembly Election (AE)
Uttar_Pradesh,18,6,2022,3,4,0,7,SACHIN KUMAR,M,India Janshakti Party,929,29,,232233,324347,RAMPUR MANIHARAN,SC,SAHARANPUR,WEST,9,71.6,0.4,yes,259,0.11,3.12,AEUP2025346,Local Party,25002,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Labourer or Daily Wage,Taxi Driver,,,State Assembly Election (AE)
Uttar_Pradesh,18,6,2022,3,4,0,8,None Of The Above,,NOTA,670,,,232233,324347,RAMPUR MANIHARAN,SC,SAHARANPUR,WEST,9,71.6,0.29,,97,0.04,3.12,,,,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Uttar_Pradesh,18,6,2022,3,4,0,9,ARVIND KUMAR,M,AAAP,573,34,,232233,324347,RAMPUR MANIHARAN,SC,SAHARANPUR,WEST,9,71.6,0.25,yes,325,0.14,3.12,AEUP2025349,State-based Party,13,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,10th Pass,Labourer or Daily Wage,,,,State Assembly Election (AE)
Uttar_Pradesh,18,6,2022,3,4,0,10,JAI PAL SINGH,M,Lok Dal,248,42,,232233,324347,RAMPUR MANIHARAN,SC,SAHARANPUR,WEST,9,71.6,0.11,yes,0,0,3.12,AEUP2025348,National Party,4996,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Literate,Agriculture,,,,State Assembly Election (AE)
Uttar_Pradesh,18,7,2022,3,4,0,1,KIRAT SINGH,M,BJP,116582,55,,270590,386557,GANGOH,GEN,SAHARANPUR,WEST,7,70,43.08,no,23449,8.67,2.86,AEUP2029197,National Party,1605,TRUE,2,BJP,1605,GANGOH,TRUE,TRUE,2,FALSE,TRUE,TRUE,Graduate,Politics,MLA,,,State Assembly Election (AE)
Uttar_Pradesh,18,7,2022,3,4,0,2,INDER SAIN,M,SP,93133,56,,270590,386557,GANGOH,GEN,SAHARANPUR,WEST,7,70,34.42,no,38055,14.06,2.86,AEUP200582,State-based Party,7425,TRUE,3,SP,7425,GANGOH,TRUE,TRUE,0,FALSE,FALSE,TRUE,Graduate,Agriculture,,,,State Assembly Election (AE)
Uttar_Pradesh,18,7,2022,3,4,0,3,NOMAN MASOOD,M,BSP,55078,53,,270590,386557,GANGOH,GEN,SAHARANPUR,WEST,7,70,20.35,no,52461,19.39,2.86,AEUP100288,State-based Party,16651,TRUE,3,INC,3482,GANGOH,TRUE,FALSE,0,TRUE,FALSE,TRUE,12th Pass,Labourer or Daily Wage,,Agriculture,,State Assembly Election (AE)
Uttar_Pradesh,18,7,2022,3,4,0,4,MAUSAM ALI RANA,M,ASPKR,2617,40,,270590,386557,GANGOH,GEN,SAHARANPUR,WEST,7,70,0.97,yes,681,0.25,2.86,AEUP2025356,Local Party,24926,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Literate,Agriculture,,,,State Assembly Election (AE)
Uttar_Pradesh,18,7,2022,3,4,0,5,ASHOK KUMAR SAINI,M,INC,1936,48,,270590,386557,GANGOH,GEN,SAHARANPUR,WEST,7,70,0.72,yes,1332,0.49,2.86,AEUP2025360,National Party,3482,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,12th Pass,Agriculture,,,,State Assembly Election (AE)
Uttar_Pradesh,18,7,2022,3,4,0,6,None Of The Above,,NOTA,604,,,270590,386557,GANGOH,GEN,SAHARANPUR,WEST,7,70,0.22,,240,0.09,2.86,,,,TRUE,,,,,,,,,,,,,,,,State Assembly Election (AE)
Uttar_Pradesh,18,7,2022,3,4,0,7,VAKAR AZHAR,M,Bahujan Mukti Party,364,26,,270590,386557,GANGOH,GEN,SAHARANPUR,WEST,7,70,0.13,yes,88,0.03,2.86,AEUP2025355,Local Party,1074,TRUE,1,,,,,,0,FALSE,FALSE,FALSE,Graduate,Unemployed,,,,State Assembly Election (AE)
